uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
42965,Francisco José Beltrán Peinado,Normal,N\A,235997,78,10,14,-1,-1,4480,0,0,0,14,20,0,0,0,2,3,61,56,77,79,66,67,63,74,70,66,75,63,78,76,72,74,53,55,60,81,83,77,61,81,80,81,55,54,49,10,10,10,10,10
42966,Saïd Benrahma,Normal,N\A,220621,78,27,16,-1,-1,17104897,0,0,0,38,39,30,0,0,3,4,78,69,85,83,61,70,53,75,52,76,40,76,78,82,74,83,72,69,47,68,77,45,85,68,35,36,64,73,75,10,10,10,10,10
42967,Ramy Bensebaini,Normal,N\A,224196,78,7,5,-1,-1,49152,0,0,0,9,12,0,0,0,2,4,71,79,67,67,86,71,78,76,80,75,75,66,63,75,73,78,72,62,77,68,75,72,70,68,85,80,57,67,85,10,10,10,10,10
42968,Nabil Bentaleb,Normal,N\A,213296,78,10,14,-1,-1,17105100,0,0,0,14,16,18,0,0,3,2,55,50,70,69,69,74,76,76,77,80,73,65,81,82,65,80,65,71,57,79,83,72,83,79,74,67,68,70,83,10,10,10,10,10
42969,Mergim Berisha,Normal,N\A,237321,78,25,-1,-1,-1,1,0,0,0,42,44,0,0,0,2,3,73,69,69,66,83,66,76,78,67,75,32,81,73,78,69,75,80,77,73,65,75,38,83,65,32,26,77,80,76,10,10,10,10,10
42970,Jan-Niklas Beste,Normal,N\A,240451,78,16,7,12,27,2561,0,8,0,27,9,26,0,0,2,3,80,76,82,81,60,86,55,67,62,70,62,70,75,75,88,77,74,88,41,75,75,62,77,75,61,61,42,88,58,10,10,10,10,10
42971,Veljko Birmančević,Normal,N\A,261307,78,23,12,27,-1,65537,0,0,0,35,38,0,0,0,3,4,81,76,88,78,65,76,57,77,41,80,39,74,76,79,75,81,76,68,47,70,76,36,70,70,35,38,65,71,63,10,10,10,10,10
42972,Nathalie Björn,Normal,N\A,247461,78,5,3,14,-1,12288,0,0,0,11,12,19,0,0,1,3,76,77,66,75,88,77,77,78,78,79,80,52,55,69,68,58,35,56,78,79,81,81,42,79,76,78,35,65,43,10,10,10,10,10
43,Thibaut Courtois,Normal,N\A,192119,89,0,-1,-1,-1,268435456,1,0,2,102,102,0,0,0,0,3,42,52,63,45,68,38,70,88,23,66,15,13,44,23,14,13,14,20,13,35,33,20,57,35,18,16,12,19,27,85,89,76,90,88
43971,Victor Osimhen,Normal,N\A,232293,87,25,-1,-1,-1,33685522,0,0,0,142,142,0,0,0,2,4,85,92,78,67,94,81,86,89,68,80,34,92,70,84,62,80,88,52,86,54,72,36,86,54,45,22,83,63,75,10,10,10,10,10
43972,Mike Maignan,Normal,N\A,215698,87,0,-1,-1,-1,268435456,1,0,8,2,0,0,0,0,0,4,65,62,60,56,82,39,83,85,35,68,25,15,65,40,18,30,15,16,17,61,64,23,64,61,16,19,16,38,15,84,83,85,88,84
43973,Alessandro Bastoni,Normal,N\A,237383,87,5,-1,-1,-1,9408,0,4096,0,113,12,113,0,0,1,3,72,78,64,61,89,81,83,87,83,85,88,39,72,83,72,74,34,41,86,84,80,87,59,84,87,85,44,64,50,10,10,10,10,10
43974,Nicolò Barella,Normal,N\A,224232,87,14,10,-1,-1,2125888,0,8388608,0,122,122,14,0,0,2,4,85,78,91,92,79,93,74,90,87,86,84,83,84,88,79,82,76,67,60,85,88,80,80,85,83,81,80,79,73,10,10,10,10,10
43975,Yann Sommer,Normal,N\A,177683,87,0,-1,-1,-1,0,0,0,4,1,0,0,0,0,0,4,48,54,55,58,68,45,68,84,38,54,21,15,64,25,13,15,13,13,10,36,40,9,64,36,19,12,8,12,24,83,84,85,89,86
43976,Gabriel dos S. Magalhães,Normal,N\A,232580,86,5,-1,-1,-1,134217744,0,32768,0,112,11,13,112,0,1,2,61,76,51,37,86,71,86,85,87,74,86,44,59,71,38,54,37,27,87,76,80,87,62,76,86,86,28,47,40,10,10,10,10,10
43977,Rafael da Conceição Leão,Normal,N\A,241721,86,27,16,25,-1,5505569,0,131072,0,139,139,30,43,0,4,4,94,94,85,84,90,75,83,84,60,83,24,76,84,87,84,88,83,60,72,70,83,22,80,70,24,21,74,79,63,10,10,10,10,10
43978,Mary Earps,Normal,N\A,247504,86,0,-1,-1,-1,536870912,0,0,0,1,0,0,0,0,0,3,44,36,29,40,64,38,63,86,31,35,14,10,68,20,13,12,10,12,7,29,31,11,62,29,15,14,12,14,26,83,83,83,85,85
43979,Grace Geyoro,Normal,N\A,237197,86,14,18,-1,-1,8352,0,8388608,0,21,32,0,0,0,2,3,86,73,74,82,81,93,74,87,71,79,88,80,83,86,70,82,75,65,64,86,89,80,74,86,90,80,52,72,59,10,10,10,10,10
43980,Lindsey Horan,Normal,N\A,231432,86,14,18,-1,-1,167772301,0,32,0,21,32,0,0,0,3,3,79,76,79,64,92,83,83,86,63,81,69,87,88,87,79,85,83,87,89,90,90,59,89,90,60,49,83,68,70,10,10,10,10,10
43981,Hakan Çalhanoğlu,Normal,N\A,208128,86,10,14,-1,-1,598016,0,32,0,15,16,18,0,0,3,5,74,68,83,80,76,81,72,86,80,85,82,74,89,88,78,84,75,85,65,89,89,80,86,89,81,78,74,88,90,10,10,10,10,10
43982,Ouleymata Sarr,Normal,N\A,241545,83,25,-1,-1,-1,4325395,0,0,0,43,0,0,0,0,3,4,87,92,79,64,94,79,83,83,58,81,39,82,76,86,72,84,83,68,81,73,84,45,79,73,41,36,70,74,69,10,10,10,10,10
43983,Almuth Schult,Normal,N\A,226303,83,0,-1,-1,-1,536871040,8,0,0,1,0,0,0,0,0,2,35,42,35,40,68,30,78,78,35,45,13,13,34,23,11,9,11,25,11,24,25,17,62,24,10,11,13,14,20,82,81,82,84,85
43984,Christine Sinclair,Normal,N\A,226359,83,25,14,-1,-1,16777237,0,0,0,43,44,22,0,0,3,5,65,65,56,63,84,77,90,78,67,88,49,89,87,88,77,84,84,75,74,83,86,42,90,83,35,34,86,78,86,10,10,10,10,10
43985,Sherida Spitse,Normal,N\A,233747,83,10,5,-1,-1,136,0,0,0,14,11,0,0,0,2,3,65,66,69,70,74,83,80,75,76,88,85,64,75,79,86,69,67,87,60,89,86,77,88,89,82,85,78,91,87,10,10,10,10,10
43986,Hina Sugita,Normal,N\A,245839,83,14,10,12,-1,10756129,0,0,0,22,14,0,0,0,3,5,75,71,92,85,71,86,59,84,60,76,72,83,86,85,78,81,80,66,65,82,86,74,78,82,78,69,77,68,69,10,10,10,10,10
43987,Edmond Tapsoba,Normal,N\A,247263,83,5,-1,-1,-1,208,0,0,0,12,13,0,0,0,1,4,73,76,66,64,83,69,83,81,78,78,85,34,72,74,39,66,57,32,83,82,82,84,74,82,88,78,33,54,77,10,10,10,10,10
43988,Nuno Alexandre Tavares Mendes,Normal,N\A,252145,83,7,-1,-1,-1,4325952,0,0,0,10,0,0,0,0,2,4,91,88,82,84,86,81,73,81,74,80,78,77,72,82,81,81,45,59,72,72,79,77,80,72,79,80,54,73,45,10,10,10,10,10
43989,Gaëtane Thiney,Normal,N\A,227326,83,18,14,-1,-1,590369,0,0,0,31,32,22,0,0,3,3,52,59,70,69,76,70,80,88,52,84,44,88,86,86,81,84,82,79,75,80,86,48,78,80,52,41,79,85,80,10,10,10,10,10
43990,Marcus Thuram,Normal,N\A,228093,83,25,-1,-1,-1,146800640,0,0,0,41,0,0,0,0,2,4,84,89,78,66,94,83,88,85,71,77,50,80,80,80,78,86,83,58,80,70,80,44,84,70,49,42,77,74,70,10,10,10,10,10
43991,Fikayo Tomori,Normal,N\A,232756,83,5,-1,-1,-1,8320,0,2048,0,11,12,0,0,0,1,4,81,87,74,71,92,71,81,84,88,81,84,37,48,70,53,61,33,40,83,65,75,84,56,65,87,81,32,38,27,10,10,10,10,10
43992,Lucas Torreira,Normal,N\A,223959,83,10,14,-1,-1,8418560,0,0,0,14,16,20,0,0,2,3,80,73,87,90,76,92,73,84,88,84,83,69,79,81,71,78,65,72,59,77,83,85,80,77,82,81,65,70,48,10,10,10,10,10
43993,Kieran Trippier,Normal,N\A,186345,83,3,-1,-1,-1,67109000,0,512,0,5,6,0,0,0,2,4,71,64,66,79,79,85,64,83,75,81,81,77,84,83,90,76,54,87,79,84,82,79,81,84,83,80,58,87,66,10,10,10,10,10
43994,Viktor Tsygankov,Normal,N\A,244369,83,12,14,18,23,4521984,0,0,0,24,25,22,0,0,3,4,85,85,83,72,64,77,53,80,63,80,39,82,82,83,83,83,82,76,45,77,82,60,78,77,39,37,72,81,81,10,10,10,10,10
43995,Lia Wälti,Normal,N\A,265240,83,10,14,-1,-1,2121728,0,0,0,14,16,20,0,0,2,4,80,80,78,77,80,85,73,79,72,77,82,68,79,84,65,85,56,45,69,81,86,81,69,81,85,82,68,73,63,10,10,10,10,10
43996,Lynn Williams,Normal,N\A,236640,83,27,12,16,-1,138545153,0,0,0,38,39,40,0,0,3,3,91,92,85,81,91,85,74,85,59,83,46,86,77,84,78,79,82,73,81,69,78,40,83,69,66,42,78,70,83,10,10,10,10,10
43997,Mattia Zaccagni,Normal,N\A,220502,83,27,16,18,-1,17104896,0,0,0,38,33,0,0,0,3,4,90,85,93,87,79,75,63,83,61,83,58,79,77,87,75,88,79,51,66,76,78,55,78,76,58,52,74,70,61,10,10,10,10,10
43998,Duván Zapata,Normal,N\A,215333,83,25,-1,-1,-1,134217748,0,0,0,41,44,0,0,0,2,4,75,71,67,59,95,78,95,78,80,82,20,86,70,81,47,80,85,62,87,57,74,44,88,57,24,22,79,55,75,10,10,10,10,10
43999,Francisco Román Alarcón Suárez,Normal,N\A,197781,82,18,14,16,-1,17104929,0,0,0,33,29,0,0,0,3,4,68,65,79,84,63,67,55,78,57,81,61,79,84,85,78,84,74,76,55,80,84,58,72,80,62,51,66,85,74,10,10,10,10,10
44000,Joelinton Apolinário de Lira,Normal,N\A,223334,82,14,27,-1,-1,10522624,0,0,0,18,40,0,0,0,2,3,70,81,68,66,90,88,90,85,89,83,84,80,83,85,71,84,74,38,82,78,83,79,84,78,83,76,60,58,61,10,10,10,10,10
44001,Eduardo Gabriel Aquino Cossa,Normal,N\A,238896,82,18,12,16,-1,5832704,0,0,0,33,24,0,0,0,3,2,86,87,91,80,62,89,52,82,55,73,74,81,80,86,75,86,78,53,42,72,78,70,68,72,57,48,69,67,65,10,10,10,10,10
44002,Ramona Bachmann,Normal,N\A,264892,82,16,25,27,-1,590368,0,0,0,29,30,43,0,0,2,3,74,71,78,80,78,71,80,85,79,75,56,87,84,86,79,82,83,69,61,73,82,53,77,73,51,43,69,74,69,10,10,10,10,10
44003,Luana Bertolucci Paixão,Normal,N\A,253175,82,14,10,-1,-1,65536,0,0,0,18,14,0,0,0,2,4,42,64,65,72,57,69,66,80,66,78,73,79,84,86,75,84,74,63,52,85,88,64,74,85,74,65,47,51,67,10,10,10,10,10
44004,Bella Bixby,Normal,N\A,267215,82,0,-1,-1,-1,536870912,0,0,0,1,0,0,0,0,0,2,41,43,57,44,64,39,67,77,27,39,9,18,37,22,12,13,25,10,8,28,29,13,56,28,15,12,7,11,27,83,79,74,87,80
44005,Stina Blackstenius,Normal,N\A,233364,82,25,-1,-1,-1,16908289,0,0,0,41,42,0,0,0,3,4,80,85,68,67,84,75,84,82,52,80,36,86,67,81,53,86,86,55,65,50,70,43,86,50,32,26,79,64,65,10,10,10,10,10
44006,Barbara Bonansea,Normal,N\A,227072,82,23,12,27,-1,4521984,0,0,0,35,38,0,0,0,3,5,80,79,78,68,82,83,70,88,69,82,29,87,78,86,75,85,82,68,75,69,79,28,79,69,45,30,79,73,71,10,10,10,10,10
44007,Sven Botman,Normal,N\A,251809,82,5,-1,-1,-1,134251648,0,0,0,11,0,0,0,0,1,3,49,69,51,34,83,70,90,81,84,77,82,45,59,74,43,63,24,28,81,76,78,84,65,76,83,82,27,47,37,10,10,10,10,10
44008,Jarrod Bowen,Normal,N\A,224371,82,12,23,25,-1,65536,0,0,0,23,26,42,0,0,3,3,79,76,79,81,85,83,66,83,62,80,37,82,77,82,79,81,84,70,82,68,78,49,80,68,41,37,73,75,72,10,10,10,10,10
44009,Annaïg Butel,Normal,N\A,227357,82,5,-1,-1,-1,4224,0,0,0,11,12,13,0,0,1,3,66,62,52,56,83,76,74,82,89,79,82,46,56,75,53,59,37,44,82,72,80,87,59,72,85,82,36,49,49,10,10,10,10,10
44010,Emre Can,Normal,N\A,208333,82,10,5,-1,-1,2146496,0,0,0,14,12,0,0,0,2,4,67,86,69,74,88,80,86,79,91,83,80,72,74,78,64,75,74,64,82,74,81,79,85,74,85,85,73,77,81,10,10,10,10,10
44011,Marco Carnesecchi,Normal,N\A,252154,82,0,-1,-1,-1,0,2,0,0,1,0,0,0,0,0,3,24,39,40,25,58,28,55,70,27,40,13,9,54,21,11,14,8,12,20,31,36,16,53,31,15,12,7,18,17,84,79,71,85,83
44012,Rafaelle Leone Carvalho Souza,Normal,N\A,227421,82,5,-1,-1,-1,5248,0,0,0,11,12,13,0,0,1,3,54,66,73,54,82,74,82,77,82,78,85,52,48,73,69,57,35,30,81,78,80,85,48,78,82,82,27,60,56,10,10,10,10,10
44013,Lucas Tolentino Coelho de Lima,Normal,N\A,233927,82,16,18,27,-1,17629184,0,0,0,29,31,0,0,0,4,4,71,73,75,76,78,82,77,81,78,88,71,80,83,86,74,87,78,74,68,78,82,67,77,78,72,63,74,77,75,10,10,10,10,10
44014,Daphne Corboz,Normal,N\A,264963,82,10,14,-1,-1,10272,0,0,0,14,16,20,0,0,2,4,64,66,70,86,68,79,81,78,67,79,80,80,86,86,79,82,72,70,46,84,87,79,85,84,78,74,61,72,71,10,10,10,10,10
44015,Ángel Correa,Normal,N\A,214997,82,25,12,-1,-1,17104896,0,0,0,41,43,26,0,0,3,4,86,85,90,89,82,84,68,82,79,79,48,85,82,85,75,86,85,66,71,68,80,42,83,68,53,44,80,82,67,10,10,10,10,10
44016,Kenza Dali,Normal,N\A,227353,82,14,18,-1,-1,9240616,0,0,0,22,33,0,0,0,3,3,76,68,75,83,75,81,73,81,51,80,77,83,84,85,78,89,79,83,57,80,84,69,80,80,72,49,68,79,68,10,10,10,10,10
44017,José Diogo Dalot Teixeira,Normal,N\A,234574,82,3,7,-1,-1,81920,0,0,0,5,9,0,0,0,3,4,84,86,76,71,88,83,75,80,81,76,79,78,78,81,79,81,54,52,77,74,79,76,82,74,80,82,44,81,47,10,10,10,10,10
44018,Sergi Darder Moll,Normal,N\A,202648,82,14,10,18,-1,2359524,0,0,0,21,31,0,0,0,2,3,78,79,84,75,78,84,75,80,75,87,76,80,85,82,75,84,78,72,60,84,85,75,83,84,76,75,74,83,60,10,10,10,10,10
44019,Alphonso Davies,Normal,N\A,234396,82,7,16,-1,-1,4325376,0,0,0,9,0,0,0,0,3,3,96,95,85,83,86,80,75,83,72,78,78,77,77,84,83,85,64,44,69,71,82,69,74,71,73,73,59,72,54,10,10,10,10,10
44020,Brahim Díaz,Normal,N\A,231410,82,18,23,27,-1,851968,0,0,0,31,37,40,0,0,3,5,85,85,89,91,60,68,55,79,44,79,33,78,81,85,75,84,76,61,30,75,83,40,73,75,23,21,64,74,58,10,10,10,10,10
44021,Vanessa DiBernardo,Normal,N\A,267268,82,14,18,-1,-1,32,0,0,0,18,31,0,0,0,3,3,76,75,85,85,72,82,71,77,65,81,73,86,84,85,71,83,76,74,53,78,85,60,76,78,73,48,54,70,71,10,10,10,10,10
44022,Denzel Dumfries,Normal,N\A,233096,82,3,12,-1,-1,12582912,0,0,0,6,23,0,0,0,1,3,77,87,69,61,94,89,89,81,83,74,76,78,64,78,79,74,70,44,85,73,78,76,70,73,79,78,51,72,50,10,10,10,10,10
44023,Edin Džeko,Normal,N\A,180930,82,25,-1,-1,-1,65569,0,0,0,41,0,0,0,0,2,5,53,60,62,55,77,68,84,83,64,87,50,85,78,81,65,76,84,54,86,75,79,54,85,75,28,16,80,65,67,10,10,10,10,10
44024,Gabriel Fernando de Jesus,Normal,N\A,230666,82,25,-1,-1,-1,9240576,0,0,0,41,0,0,0,0,3,3,86,81,92,90,88,81,72,88,82,78,32,85,79,87,73,88,80,54,77,66,81,45,83,66,30,28,79,75,75,10,10,10,10,10
44025,Luiz Frello Filho Jorge,Normal,N\A,205498,82,10,14,-1,-1,2629728,0,0,0,15,16,18,0,0,2,3,54,39,67,72,63,79,66,82,77,84,79,69,83,86,75,79,65,76,56,87,88,71,71,87,78,70,68,75,89,10,10,10,10,10
44026,Adrianna Franch,Normal,N\A,232077,82,0,-1,-1,-1,268435456,0,0,0,1,0,0,0,0,0,2,37,41,56,59,61,40,56,80,27,54,23,15,40,25,17,16,12,15,16,32,26,17,57,32,19,20,12,14,32,81,80,76,82,84
44027,Pau Francisco Torres,Normal,N\A,241464,82,5,-1,-1,-1,128,0,0,0,12,13,0,0,0,1,3,66,73,64,52,85,78,78,80,79,85,83,63,77,80,64,64,31,54,85,86,84,83,58,86,83,82,41,74,42,10,10,10,10,10
44028,Niclas Füllkrug,Normal,N\A,205431,82,25,-1,-1,-1,16,0,0,0,41,44,0,0,0,2,4,63,63,64,67,89,68,86,83,82,80,24,85,76,79,65,74,84,68,89,59,78,41,89,59,46,30,81,72,88,10,10,10,10,10
44029,Gabriela García,Normal,N\A,272201,82,10,14,-1,-1,144704544,0,16,0,14,19,0,0,0,2,3,72,71,74,72,93,91,86,82,79,81,81,84,81,82,71,81,84,70,91,80,84,75,81,80,77,72,68,69,75,10,10,10,10,10
44030,José Luís Gayà Peña,Normal,N\A,211688,82,7,-1,-1,-1,73728,0,0,0,9,10,0,0,0,3,3,79,82,82,80,73,86,67,82,77,76,80,75,76,80,80,77,61,49,58,75,79,79,62,75,81,83,58,80,60,10,10,10,10,10
44031,Paulo Gazzaniga,Normal,N\A,205186,82,0,-1,-1,-1,536870912,1,0,0,1,0,0,0,0,0,3,57,56,65,60,66,42,55,78,40,61,19,15,64,31,23,20,12,21,14,54,49,23,62,54,21,14,13,31,40,82,80,83,81,82
44032,Serge Gnabry,Normal,N\A,206113,82,12,16,23,25,65536,0,0,0,26,30,43,0,0,3,4,84,77,85,88,68,66,69,82,58,82,38,84,80,82,77,85,84,62,42,73,83,45,86,73,44,43,83,74,70,10,10,10,10,10
44033,Anthony Gordon,Normal,N\A,242964,82,27,16,-1,-1,4325377,0,0,0,39,30,0,0,0,2,3,89,92,79,70,75,87,61,83,74,80,39,80,78,81,80,83,80,75,59,66,77,48,78,66,55,48,74,79,65,10,10,10,10,10
44034,Théa Gréboval,Normal,N\A,241546,82,5,-1,-1,-1,134225024,0,0,0,11,13,0,0,0,1,3,63,65,66,69,88,70,88,76,85,71,82,51,60,70,71,59,47,77,85,75,79,83,81,75,84,80,38,70,64,10,10,10,10,10
44035,Raphaël Guerreiro,Normal,N\A,209889,82,7,14,-1,-1,17633280,0,256,0,8,10,22,0,0,3,2,78,51,90,90,50,79,49,88,44,87,85,79,85,89,85,87,78,82,42,78,89,79,79,78,78,77,79,85,54,10,10,10,10,10
44036,Péter Gulácsi,Normal,N\A,185122,82,0,-1,-1,-1,0,0,0,0,2,0,0,0,0,0,2,42,44,41,42,72,37,74,79,34,45,23,11,44,25,16,19,10,11,23,31,35,25,56,31,16,20,10,18,24,82,82,75,81,83
44037,Chantal Hagel,Normal,N\A,264986,82,14,10,-1,-1,2097152,0,0,0,18,14,0,0,0,2,3,64,52,73,74,77,83,83,85,72,81,79,83,81,83,69,79,76,69,65,78,84,69,81,78,77,64,78,74,81,10,10,10,10,10
44038,Ashley Hatch,Normal,N\A,243263,82,25,16,-1,-1,151060496,0,0,0,42,44,28,0,0,3,4,71,69,83,64,85,73,77,83,41,78,45,86,70,85,63,79,87,72,80,70,83,40,84,70,48,39,76,61,78,10,10,10,10,10
44039,Marina Hegering,Normal,N\A,248715,82,5,-1,-1,-1,128,0,0,0,12,13,0,0,0,2,3,60,64,73,75,84,75,76,81,83,83,78,49,42,78,40,62,60,60,86,78,84,85,50,78,85,82,37,64,58,10,10,10,10,10
44040,Yangel Herrera,Normal,N\A,234060,82,10,14,-1,-1,262176,0,0,0,14,18,0,0,0,2,3,66,63,68,69,83,80,81,80,81,72,80,80,80,81,67,80,77,56,77,80,82,81,82,80,81,78,60,65,60,10,10,10,10,10
44041,Jonas Hofmann,Normal,N\A,210324,82,18,25,-1,-1,8454176,0,0,0,33,43,0,0,0,2,4,74,72,79,78,66,87,66,84,70,82,75,83,85,83,78,81,82,75,48,78,82,70,74,78,57,57,85,77,71,10,10,10,10,10
44042,Sofia Huerta,Normal,N\A,242024,82,3,-1,-1,-1,8389216,0,0,0,5,0,0,0,0,3,3,81,79,83,79,87,91,75,78,60,78,75,65,64,81,82,75,46,67,76,75,79,80,73,75,76,80,59,78,48,10,10,10,10,10
44043,Ciro Immobile,Normal,N\A,192387,82,25,-1,-1,-1,2097156,0,0,0,41,42,0,0,0,2,4,80,83,73,83,86,69,73,82,73,76,40,86,71,79,55,78,83,58,80,57,78,34,85,57,33,32,80,70,88,10,10,10,10,10
44044,So Yun Ji,Normal,N\A,266549,82,18,25,-1,-1,524544,0,0,0,31,43,0,0,0,4,3,72,73,80,83,67,75,57,80,48,64,58,80,83,86,82,84,79,77,58,77,84,62,73,77,72,55,75,65,75,10,10,10,10,10
44045,Sveindís Jane Jónsdóttir,Normal,N\A,266384,82,23,12,27,-1,4325376,0,67108864,0,35,38,0,0,0,2,3,91,92,89,70,86,71,79,83,47,69,50,83,72,83,82,81,74,64,78,72,79,27,71,72,49,51,70,73,59,10,10,10,10,10
44046,Boubacar Kamara,Normal,N\A,236987,82,10,14,-1,-1,6144,0,0,0,14,15,20,0,0,2,3,64,68,66,65,79,81,80,75,78,86,85,52,73,80,64,73,47,47,72,77,84,83,67,77,85,80,28,59,63,10,10,10,10,10
44047,Meghan Klingenberg,Normal,N\A,226329,82,7,3,-1,-1,67109376,0,0,0,9,5,0,0,0,2,3,79,75,84,91,85,79,78,78,81,82,83,64,62,79,80,73,45,58,74,73,79,87,68,73,78,81,53,79,48,10,10,10,10,10
44048,Filip Kostić,Normal,N\A,208574,82,16,7,27,-1,131584,0,0,0,27,30,10,0,0,2,2,84,85,76,79,80,88,77,80,76,82,69,78,79,81,87,83,72,80,59,78,80,69,86,78,74,72,75,85,66,10,10,10,10,10
44049,Mohammed Kudus,Normal,N\A,245155,82,12,16,18,23,851968,0,0,0,25,26,33,0,0,3,3,92,88,86,92,74,79,76,79,68,77,59,78,75,84,70,89,77,49,55,73,77,60,81,73,66,46,76,67,64,10,10,10,10,10
44050,Alexandre Lacazette,Normal,N\A,193301,82,25,-1,-1,-1,65537,0,0,0,42,43,0,0,0,3,4,68,72,80,83,83,68,79,83,74,83,42,83,80,84,70,82,87,74,76,72,80,39,85,72,45,32,79,74,83,10,10,10,10,10
44051,Jeremías Conan Ledesma,Normal,N\A,219522,82,0,-1,-1,-1,268435456,9,0,0,1,0,0,0,0,0,2,49,42,40,50,68,40,65,78,25,42,22,15,44,13,18,17,16,18,17,28,35,15,56,28,15,14,19,20,25,82,79,75,83,81
44746,Daniel Olmo Carvajal,Normal,N\A,244260,84,18,14,-1,-1,17629473,0,0,0,31,32,22,0,0,3,4,78,69,86,87,60,66,54,86,51,82,57,82,85,87,78,87,77,75,43,79,86,50,79,79,50,44,80,75,66,10,10,10,10,10
44747,Benjamin Pavard,Normal,N\A,226851,84,5,3,-1,-1,4096,0,1024,0,12,13,3,0,0,2,3,74,76,71,70,88,84,80,86,78,80,86,68,69,78,76,73,60,51,84,79,80,85,80,79,87,84,81,67,51,10,10,10,10,10
44748,Trinity Rodman,Normal,N\A,266928,84,12,23,25,-1,30801921,0,0,0,126,24,126,43,0,3,4,93,94,88,83,88,90,81,84,80,80,41,82,80,84,79,82,84,68,69,70,81,38,82,70,42,38,71,71,76,10,10,10,10,10
44749,Carlos Henrique Venancio Casimiro,Normal,N\A,200145,84,10,14,-1,-1,51328,0,0,0,14,15,20,0,0,1,3,35,40,48,51,75,73,84,83,91,79,82,71,77,77,68,68,69,70,80,81,83,81,82,81,84,83,77,75,66,10,10,10,10,10
44750,Marta Vieira da Silva,Normal,N\A,226890,84,18,12,25,-1,51970048,0,262144,0,31,33,43,0,0,4,4,74,70,80,92,71,83,71,78,73,89,47,86,92,88,85,90,80,84,53,79,82,48,85,79,37,36,89,89,86,10,10,10,10,10
44751,Benjamin White,Normal,N\A,231936,84,3,5,-1,-1,2048,0,0,0,5,13,0,0,0,1,4,70,75,68,61,83,83,78,84,81,83,84,59,76,83,77,78,30,20,78,82,84,83,53,82,84,82,23,64,24,10,10,10,10,10
44752,Marcos Acuña,Normal,N\A,224334,83,7,16,-1,-1,25469060,0,0,0,9,29,0,0,0,2,3,75,74,82,90,79,90,82,84,83,86,81,80,82,82,85,81,66,75,61,77,82,81,83,77,84,83,67,88,76,10,10,10,10,10
44753,Robert Andrich,Normal,N\A,212242,83,10,5,14,-1,8421380,0,0,0,15,0,0,0,0,1,4,59,50,63,59,80,77,84,83,91,75,84,68,73,76,71,74,74,76,74,78,80,85,84,78,86,79,70,78,62,10,10,10,10,10
44754,Ismaël Bennacer,Normal,N\A,226754,83,10,14,18,-1,65824,0,0,0,14,16,18,0,0,2,3,81,74,86,89,77,78,69,83,86,87,81,75,80,85,78,84,67,75,62,83,85,79,85,83,82,77,64,79,72,10,10,10,10,10
44755,Domenico Berardi,Normal,N\A,210935,83,23,12,-1,-1,17104936,0,0,0,35,26,0,0,0,3,3,80,79,92,86,73,76,61,84,85,78,25,84,78,84,76,84,83,75,62,76,80,42,80,76,30,30,78,79,76,10,10,10,10,10
44756,Mathilde Bourdieu,Normal,N\A,264968,83,25,-1,-1,-1,36175876,0,0,0,41,43,0,0,0,2,4,84,77,73,83,89,72,85,82,53,80,26,86,71,87,64,80,87,69,72,59,80,34,84,59,34,30,81,71,71,10,10,10,10,10
44757,Eduardo Camavinga,Normal,N\A,248243,83,14,7,10,-1,363520,0,0,0,18,19,16,0,0,3,3,81,80,82,81,82,84,79,82,79,84,82,73,83,86,77,84,64,59,64,84,86,76,73,84,82,81,59,72,62,10,10,10,10,10
44758,Ellie Carpenter,Normal,N\A,240030,83,3,-1,-1,-1,67110912,0,0,0,6,0,0,0,0,2,3,82,80,71,77,84,73,81,78,78,84,83,60,65,80,87,76,45,41,68,85,84,79,68,85,87,81,42,71,43,10,10,10,10,10
44759,Steph Catley,Normal,N\A,227119,83,7,27,-1,-1,4325888,0,0,0,8,9,40,0,0,2,2,83,86,82,74,86,83,76,80,66,80,82,70,69,82,84,75,70,75,75,76,86,80,68,76,77,74,60,82,52,10,10,10,10,10
44760,Andreas Christensen,Normal,N\A,213661,83,5,10,-1,-1,0,0,0,0,11,12,13,0,0,1,3,56,76,61,61,80,73,78,84,75,79,86,32,62,79,51,67,36,39,80,79,83,86,37,79,86,84,25,41,36,10,10,10,10,10
44761,Erin Cuthbert,Normal,N\A,245882,83,14,10,-1,-1,27271748,0,0,0,18,14,0,0,0,3,3,77,81,62,87,72,85,65,82,60,81,78,83,86,85,79,84,80,77,59,80,84,69,79,80,83,80,68,76,66,10,10,10,10,10
44762,Stefan de Vrij,Normal,N\A,198176,83,5,-1,-1,-1,134218752,0,0,0,11,0,0,0,0,1,3,63,61,60,60,82,67,78,83,78,85,87,31,70,74,49,66,25,36,79,71,75,86,65,71,85,81,27,45,41,10,10,10,10,10
